1,10.41
1,10.67
1,10.47
1,11.50
2,12.52
2,13.67
3,14.60
4,15.98
4,16.45
5,16.95
5,17.18
6,17.07
6,17.27
7,16.89
7,16.28
8,15.34
9,14.72
9,13.93
10,12.99
10,12.29
11,11.67
12,11.55
12,11.35
13,11.38
13,10.97
14,10.50
15,10.44
15,10.32
16,10.41
17,10.41
18,10.65
19,10.38
19,10.67
20,10.85
21,12.76
22,14.08
23,15.89
24,16.80
24,17.18
25,17.33
26,17.01
27,16.10
28,15.01
29,14.16
29,12.76
30,11.94
31,11.58
32,11.67
33,11.17
34,10.59
34,10.38
35,10.47
36,10.50
37,10.67
38,10.44
39,10.73
39,10.53
40,12.08
41,13.28
43,15.10
44,16.39
45,17.16
45,17.27
46,17.33
47,16.66
48,15.66
49,14.57
50,13.43
50,12.29
51,11.88
52,11.41
53,11.64
54,10.88
55,10.56
55,10.38
56,10.59
57,10.53
58,10.70
59,10.59
59,10.82
60,10.91
61,12.67
62,14.19
63,16.04
64,16.95
64,17.30
65,17.42
66,17.21
67,16.33
68,15.16
69,14.22
69,12.76
70,12.14
71,11.64
72,11.61
73,11.23
74,10.67
74,10.44
75,10.65
76,10.59
77,10.70
78,10.47
79,10.76
79,10.65
80,11.91
81,13.31
82,14.87
83,16.30
84,17.18
84,17.36
86,17.45
87,16.60
88,15.81
89,14.60
90,13.55
90,12.29
91,11.85
92,11.64
93,11.61
94,10.85
95,10.62
95,10.44
96,10.56
97,10.44
98,10.65
99,10.65
100,10.62
100,11.17
101,13.02
102,14.55
103,16.25
104,17.27
105,17.48
106,17.18
107,16.51
108,15.31
109,14.16
110,12.70
110,11.94
111,11.64
112,11.55
113,11.03
114,10.44
115,10.62
116,10.62
117,10.62
118,10.67
119,10.50
120,10.91
121,12.23
121,14.08
122,15.89
123,16.86
124,17.48
125,17.27
126,16.92
128,15.66
129,14.60
130,13.17
131,12.17
132,11.76
132,11.50
133,11.20
134,10.67
135,10.44
136,10.56
137,10.62
138,10.53
139,10.79
140,10.62
141,11.79
142,13.28
143,15.25
143,16.74
144,17.18
145,17.54
146,17.07
147,16.25
148,15.01
149,13.81
150,12.58
151,11.85
152,11.67
153,11.47
153,10.65
154,10.47
155,10.44
156,10.56
157,10.65
158,10.59
159,10.79
160,10.82
161,12.90
162,14.19
163,16.16
164,17.16
164,17.27
165,17.48
166,16.54
167,15.51
168,14.34
169,12.96
171,12.08
172,11.64
173,11.58
174,11.14
175,10.47
175,10.59
176,10.53
177,10.65
178,10.67
179,10.56
180,10.85
181,11.96
182,13.87
183,15.63
184,16.83
185,17.45
186,17.33
186,17.07
187,15.84
188,14.87
189,13.43
190,12.29
191,11.73
192,11.64
193,11.23
194,10.82
195,10.47
196,10.56
196,10.59
197,10.59
198,10.79
199,10.56
200,11.44
201,13.05
202,14.66
203,16.39
204,17.21
205,17.45
206,17.42
207,16.33
207,15.31
208,14.11
209,12.76
210,11.96
211,11.47
212,11.73
214,10.82
215,10.70
216,10.41
217,10.50
218,10.65
218,10.70
219,10.59
220,10.97
221,12.32
222,14.19
223,15.95
224,16.92
225,17.54
226,17.24
227,16.80
228,15.75
229,14.52
229,13.14
230,12.17
231,11.67
232,11.79
233,11.00
234,10.76
235,10.53
236,10.47
237,10.70
238,10.47
239,10.82
239,10.67
240,11.73
241,13.58
242,15.34
243,16.60
244,17.30
245,17.30
246,17.24
247,15.98
248,15.04
249,13.70
250,12.46
250,11.79
251,11.58
252,11.41
253,10.79
254,10.44
256,10.41
257,10.65
258,10.47
259,10.73
260,10.56
261,11.03
261,12.87
262,14.31
263,16.22
264,17.21
265,17.24
266,17.48
267,16.45
268,15.48
269,14.37
270,12.76
271,12.14
272,11.58
272,11.67
273,11.00
274,10.56
275,10.50
276,10.59
277,10.41
278,10.76
279,10.62
280,10.76
281,12.17
282,13.81
282,15.84
283,16.83
284,17.24
285,17.39
286,16.86
287,15.75
288,14.84
289,13.14
290,12.40
291,11.73
292,11.67
293,11.29
293,10.62
294,10.38
295,10.65
296,10.47
297,10.73
299,10.59
300,10.70
301,11.44
302,13.23
303,14.72
304,16.57
304,17.27
305,17.45
306,17.16
307,16.19
308,15.34
309,13.87
310,12.70
311,11.94
312,11.58
313,11.58
314,10.88
315,10.35
315,10.62
316,10.47
317,10.53
318,10.67
319,10.53
320,10.94
321,12.49
322,14.16
323,15.98
324,17.13
325,17.30
325,17.48
326,16.57
327,15.75
328,14.43
329,13.02
330,12.17
331,11.76
332,11.52
333,11.23
334,10.59
335,10.53
336,10.56
336,10.41
337,10.70
338,10.59
339,10.65
340,11.94
342,13.52
343,15.43
344,16.83
345,17.16
346,17.51
347,17.07
347,15.95
348,14.87
349,13.55
350,12.38
351,11.96
352,11.47
353,11.35
354,10.76
355,10.47
356,10.47
357,10.44
358,10.62
358,10.73
359,10.62
360,11.03
361,12.93
362,14.25
363,16.22
364,17.10
365,17.36
366,17.33
367,16.45
368,15.25
368,14.34
369,12.76
370,11.91
371,11.70
372,11.64
373,10.88
374,10.70
375,10.29
376,10.50
377,10.59
378,10.56
379,10.79
379,10.67
380,12.17
381,14.02
382,15.81
384,16.86
385,17.42
386,17.42
387,16.83
388,15.81
389,14.63
390,13.20
390,12.35
391,11.58
392,11.73
393,11.23
394,10.67
395,10.50
396,10.53
397,10.47
398,10.70
399,10.50
400,10.62
401,11.50
401,13.23
402,14.96
403,16.60
404,17.16
405,17.48
406,17.18
407,16.10
408,15.19
409,13.78
410,12.61
411,11.88
411,11.52
412,11.38
413,10.91
414,10.44
415,10.47
416,10.44
417,10.53
418,10.62
419,10.73
420,10.67
421,12.70
422,14.13
422,15.92
423,17.10
424,17.36
425,17.18
427,16.72
428,15.51
429,14.43
430,12.99
431,12.02
432,11.67
433,11.70
433,10.91
